loan_amount,business_type,location,season,repayment_history,existing_debt_ratio,default_prob
855,Retail,Urban,Planting,0.566359711107022,0.6909268087010328,-0.041803263433704774
435,Handicraft,Rural,Harvest,0.5007815595069429,0.06404021220238647,0.23482057728656733
1265,Agriculture,Rural,Harvest,0.6238493161418911,0.12093447518295744,0.08471493445841233
1005,Retail,Rural,Harvest,0.5697921653737286,0.10749794124886575,0.2744031689782339
326,Retail,Rural,Harvest,0.5983735942824671,0.08899344860110077,0.058875541880624396
1234,Agriculture,Urban,Harvest,0.2867846948035941,0.2621689756257834,0.18767502079357615
509,Agriculture,Rural,Lean,0.48616788792744686,0.6641735063604219,0.599039365225827
1387,Retail,Rural,Lean,0.3121740282415801,0.20156971490498343,0.3073721073628507
71,Handicraft,Rural,Harvest,0.37495080167134853,0.195377343193808,0.18293501423650171
302,Agriculture,Rural,Planting,0.432318354796203,0.5407110059364907,0.19353516976169696
797,Retail,Rural,Planting,0.3504007826046017,0.07754008170937371,0.11574366506272085
906,Agriculture,Rural,Planting,0.4253020047136873,0.2882239938895392,0.03926593785016125
1634,Handicraft,Rural,Harvest,0.3827824396791733,0.23634104547537682,0.10166255645663431
524,Agriculture,Rural,Planting,0.32288561892683953,0.6778406913035371,0.24225724388319042
1132,Handicraft,Rural,Harvest,0.3399484530155554,0.411601022100368,0.3195173239779165
560,Agriculture,Rural,Lean,0.3095495731114727,0.5171788512975528,0.46399901494465534
1755,Agriculture,Rural,Planting,0.43541580946163994,0.10322747056498818,0.21159858724113023
1549,Agriculture,Rural,Lean,0.5302341769501069,0.7431346084447282,0.5109079940200436
749,Agriculture,Urban,Lean,0.30627499802058605,0.2579617233000837,0.5800069509151726
1025,Retail,Urban,Planting,0.29858825836951075,0.5654710702745293,0.2859782246967744
1856,Agriculture,Rural,Lean,0.43131664532070646,0.7637009439324349,0.5989622282735162
239,Handicraft,Rural,Lean,0.3788809957500343,0.40691908929280207,0.27243433449560805
1007,Agriculture,Rural,Harvest,0.7892344406931902,0.4060282069870844,0.19613646642203425
736,Agriculture,Rural,Planting,0.4664658333653877,0.09379953884676154,0.20517137233492658
1007,Agriculture,Urban,Harvest,0.6791443175550597,0.31222044513850333,0.32374883731849824
612,Agriculture,Rural,Lean,0.38455592247397397,0.6819719511052285,0.6904004729848424
1949,Agriculture,Rural,Harvest,0.4724191352685797,0.10808520567915868,0.14739659426204102
1640,Retail,Rural,Planting,0.4144664596861709,0.7340033044485259,0.19045600606641422
1317,Retail,Rural,Harvest,0.21185341570654304,0.5338475315093254,0.26163327291496613
881,Retail,Rural,Harvest,0.8018027642165644,0.3367678680472308,-0.09553641358889077
1578,Retail,Urban,Harvest,0.7691349172238044,0.43719873482052585,0.20496817063063694
1204,Retail,Rural,Lean,0.7954585541789876,0.12039728618936074,-0.05124264534633705
1558,Agriculture,Urban,Harvest,0.6316126265725992,0.17398663451018478,0.20230356051359769
1892,Retail,Rural,Lean,0.216790668328142,0.22912674165333824,0.36133565145051805
696,Livestock,Rural,Lean,0.584930629968313,0.3078768945395316,-0.021257649855831562
70,Retail,Rural,Harvest,0.24714603868983878,0.7324175959943878,0.25438117377464303
890,Retail,Rural,Planting,0.5538047776602079,0.2940552199721256,0.019299042078650838
216,Agriculture,Rural,Lean,0.6991969661845623,0.4190681923089768,0.25610309714046164
1347,Handicraft,Rural,Lean,0.6658903240598705,0.12962092913427378,0.0654084720974865
437,Handicraft,Urban,Planting,0.6609060800251669,0.5887785608416566,0.23213650387441098
650,Retail,Rural,Harvest,0.3127169729663547,0.44822467925336124,0.26817743283762346
365,Livestock,Rural,Planting,0.29638132795525723,0.3519259663866976,0.1913205753405854
63,Agriculture,Rural,Lean,0.2541827262796291,0.7577491724465548,0.3969992198860103
291,Agriculture,Rural,Lean,0.3014619489628005,0.7125206753134694,0.5596227189636043
826,Handicraft,Urban,Planting,0.28302487857288816,0.5276090178755978,0.06381327016463265
1419,Handicraft,Urban,Lean,0.492968661902301,0.7374499249252217,0.08084585989391285
614,Agriculture,Rural,Planting,0.5492360936932924,0.4518254359464581,0.05829768430964179
947,Agriculture,Rural,Lean,0.2641649600346248,0.6615497213722135,0.647666319407091
1413,Agriculture,Rural,Harvest,0.34579472589101623,0.32756813134814905,0.21816995195413177
141,Agriculture,Rural,Harvest,0.5289015420008476,0.06939535307835812,0.11680290910380456
1440,Handicraft,Urban,Planting,0.27889360871097413,0.7953188716232877,0.18096831493432797
1005,Retail,Rural,Planting,0.7035839681611504,0.132505216661258,0.03218590975293972
1528,Agriculture,Urban,Harvest,0.31728171958320767,0.20120803140719146,0.005637097728250939
1501,Agriculture,Rural,Harvest,0.6575619369949307,0.1304827115398716,0.21389238444794434
558,Agriculture,Urban,Planting,0.6174658830138797,0.26998361438299606,0.3311026411815464
825,Agriculture,Rural,Planting,0.4521445793925831,0.23142410698107102,0.18412297589463927
84,Retail,Urban,Planting,0.5467750810529217,0.4808817988393879,0.23733551871097544
255,Livestock,Rural,Lean,0.7567665524840825,0.7971680115354276,0.1800226055133362
1154,Handicraft,Rural,Lean,0.5691815004369076,0.0420072443884548,-0.0889210125536816
1635,Agriculture,Rural,Planting,0.4791365348761541,0.6227544906346577,0.11828393883278916
1945,Handicraft,Rural,Harvest,0.6074302950067864,0.10239353952518924,0.032825708760669293
1461,Handicraft,Rural,Planting,0.26054195943235836,0.015868019705772517,0.07556670897502522
1075,Handicraft,Urban,Lean,0.533566697353921,0.5108614560925558,0.11059792375839463
1071,Retail,Rural,Lean,0.464973830225358,0.6986521830954939,0.2247596929424518
1463,Agriculture,Rural,Harvest,0.2877823216812265,0.14103880531871624,0.050023503958357696
615,Agriculture,Urban,Lean,0.7752157357941907,0.2732910277135579,0.6051482572355458
1179,Agriculture,Urban,Lean,0.6042821193490338,0.13500016337846174,0.24982031327371199
1845,Agriculture,Rural,Lean,0.452117084252129,0.7252060554423337,0.6159546028529025
1895,Agriculture,Rural,Harvest,0.5542824355776972,0.21628834593449808,0.08392983283405628
1550,Retail,Rural,Harvest,0.6171031708060648,0.355770313124882,0.17486839653025152
752,Handicraft,Rural,Planting,0.43420722520980826,0.7157930210264627,0.2788390071415838
451,Retail,Urban,Harvest,0.6326867678562424,0.44229536301013744,0.15926038043565663
779,Agriculture,Urban,Harvest,0.5471790582940707,0.7462798406149647,0.10384203461891993
1629,Livestock,Rural,Planting,0.23902327519923203,0.7411603317176313,0.22917460002663217
211,Livestock,Urban,Planting,0.6451338590052547,0.36928081591497675,0.14399561155214147
251,Handicraft,Rural,Harvest,0.3513574247331893,0.4659060901866965,0.20112098785577284
1045,Livestock,Rural,Planting,0.36232155037319136,0.18425141897034952,0.03018885375988857
319,Retail,Urban,Harvest,0.4942560390345112,0.7924286550409306,0.3634685710571661
1936,Livestock,Rural,Lean,0.5663024948594578,0.22265332832943596,-0.13977205115479957
865,Agriculture,Urban,Lean,0.8674308920608222,0.626645590384761,0.42020199549136505
1344,Agriculture,Rural,Harvest,0.3229782159768693,0.25037524812418077,0.0594964417097439
505,Agriculture,Urban,Harvest,0.5304205956732435,0.25043380967182804,0.1387402142192983
1535,Agriculture,Rural,Harvest,0.603602069426139,0.08309034136075688,0.17775034345867313
1800,Agriculture,Rural,Planting,0.43168625451913933,0.4479166486372639,0.03413349043187405
1325,Retail,Rural,Lean,0.7541673014893484,0.19586587050256743,0.3114086021059557
1066,Handicraft,Rural,Planting,0.8513115984074742,0.11871580620609504,0.06623128517588409
1775,Retail,Urban,Planting,0.5365157373652212,0.18133335561338682,0.14396170952744103
345,Agriculture,Rural,Lean,0.28921466287216024,0.20087452565122393,0.30281727216467946
1798,Handicraft,Rural,Planting,0.28578162374759936,0.4032667648955888,0.1831293905836303
769,Retail,Rural,Harvest,0.5096400210783674,0.30873842924444983,0.23246916483892408
1822,Agriculture,Urban,Planting,0.5497984336592453,0.06039222481756808,0.10060083713649456
387,Retail,Rural,Planting,0.7087701406279676,0.42882286631668887,0.14346860954183432
928,Agriculture,Urban,Planting,0.4895062647493585,0.6301979612710118,0.19742769567395976
1126,Agriculture,Rural,Planting,0.4436063517934732,0.45938812871519624,0.03753666380767612
841,Livestock,Urban,Harvest,0.5143175418310727,0.7796322018014167,0.0904079419792771
1995,Agriculture,Rural,Lean,0.47678566160823144,0.07932016651557712,0.5112788967259517
266,Retail,Urban,Harvest,0.40010681604189235,0.6569218694064876,0.30959702206932305
813,Handicraft,Rural,Lean,0.8212837193762978,0.4045541359178665,0.21074538652385694
237,Handicraft,Rural,Planting,0.5128383979212607,0.4172761420361825,0.0742474643385854
429,Agriculture,Urban,Harvest,0.29072331900740356,0.4152799477196387,0.17369071557592536
542,Agriculture,Rural,Planting,0.4717465851021218,0.2602550623261108,0.25446904330001835
1114,Agriculture,Urban,Harvest,0.65245832527678,0.259644011392202,-0.018805478989040614
1230,Retail,Rural,Harvest,0.5439142782045905,0.5054756053139807,0.28249622008743425
64,Retail,Rural,Harvest,0.37540766417557764,0.03581206830649313,0.042199304772572686
1886,Agriculture,Rural,Lean,0.820684937215679,0.47102883624144276,0.3355796966224862
114,Livestock,Rural,Harvest,0.6008153548984221,0.5796725745687324,0.172620581698332
1930,Retail,Urban,Harvest,0.32836461012055373,0.2850610347803344,0.04605732452680414
1912,Agriculture,Rural,Lean,0.29429347367238745,0.17388555156770666,0.2509437298129773
570,Retail,Urban,Planting,0.3775869280609423,0.17070953017832358,0.13510683549141908
1417,Retail,Rural,Harvest,0.23530683377946365,0.06547172267565281,0.18122489650634988
1202,Agriculture,Rural,Lean,0.7738321878925387,0.07177545536512664,0.4698092801529
697,Agriculture,Rural,Harvest,0.45437809668269913,0.13335029455567415,0.1692108157258786
1545,Handicraft,Urban,Planting,0.3007676195141379,0.015338324042469688,0.30449224036464384
1136,Retail,Rural,Harvest,0.47050468956215863,0.21298832601934745,0.258129459343194
1212,Retail,Rural,Harvest,0.28928492262440403,0.2451214633983681,0.2294394294546745
1572,Retail,Urban,Harvest,0.6530750969171134,0.7961770026849048,0.25813601853501317
642,Agriculture,Rural,Planting,0.5781373194931599,0.7933501901249004,0.3449596584083292
441,Agriculture,Rural,Lean,0.5913018872076948,0.14963907746966784,0.1699303212799261
1748,Retail,Rural,Lean,0.4898198737943556,0.17042572647753956,0.06260646010005957
468,Agriculture,Rural,Harvest,0.5461483221165064,0.39352509644834605,-0.039065333723877826
338,Agriculture,Rural,Harvest,0.4259339674057845,0.11902746699016814,0.17622516152577591
428,Handicraft,Urban,Lean,0.6119927400911869,0.40323152652655336,0.06457100655054279
1846,Livestock,Rural,Planting,0.6036391370717513,0.31951176384405944,0.42532179644185353
1563,Handicraft,Urban,Planting,0.49667512124934166,0.2596983128398979,0.0756458145635003
280,Handicraft,Rural,Harvest,0.7218719013620511,0.6580841366478203,0.1839723586135087
1067,Agriculture,Rural,Lean,0.6522257014725656,0.6624941599944462,0.4444383233592377
90,Livestock,Rural,Planting,0.31925236182067945,0.7903115735869813,0.21129133662990662
1101,Agriculture,Rural,Lean,0.3229867736439811,0.17847049126526582,0.3125938938233261
184,Livestock,Urban,Harvest,0.29304764684989654,0.710621997714997,0.12015231152141742
250,Livestock,Rural,Harvest,0.35970105932206353,0.4302767437391448,-0.0358491103777791
1913,Handicraft,Rural,Planting,0.5441643011493746,0.47316754506588166,0.21755509412111393
829,Livestock,Urban,Planting,0.8918342429141435,0.7170345714660211,0.11716710120328463
979,Retail,Rural,Lean,0.4877407941270993,0.7541046371026561,0.42102263090573094
1106,Agriculture,Rural,Lean,0.5135292722058264,0.5814490061605099,0.36484639199450336
1121,Retail,Rural,Harvest,0.5808834221904489,0.2782739455480991,0.266153727796547
552,Retail,Urban,Lean,0.5512170481939209,0.3917343917348043,0.3028902546530248
456,Agriculture,Rural,Lean,0.37065507054966806,0.49204309124328793,0.6205146743162555
1647,Retail,Urban,Harvest,0.40750641932313025,0.6629120311888776,0.2449361743858577
1801,Livestock,Urban,Harvest,0.5666008861979634,0.5263581643020444,0.1364609274087742
854,Agriculture,Urban,Harvest,0.41472633340287524,0.29235809335009844,0.2738694383533169
148,Handicraft,Urban,Harvest,0.42369397565113975,0.3343043610882355,0.07416046158620798
733,Livestock,Urban,Planting,0.41510735130049947,0.04035016163141983,0.1228746891757811
1945,Livestock,Rural,Harvest,0.5967467696076343,0.7394142883497088,0.20399604762658394
775,Livestock,Rural,Planting,0.3375555779391788,0.07049521066359458,0.024324019172240183
1620,Retail,Urban,Lean,0.4044374215760279,0.4639446325484358,0.20992801050171336
1010,Livestock,Urban,Lean,0.8425903683606577,0.6973215049910575,0.2372595709034141
1812,Handicraft,Rural,Planting,0.6042513948233302,0.33669219961200575,0.03361790975500398
662,Agriculture,Rural,Harvest,0.34116363873541433,0.6401003900090972,0.27285755090309227
1535,Retail,Urban,Harvest,0.5195867521427464,0.6430528637090361,-0.02223025881958607
692,Handicraft,Urban,Harvest,0.35129222160990786,0.04787683086899755,0.001965998826289936
1842,Agriculture,Urban,Planting,0.8704233155419969,0.3297149805845774,0.039644926497820365
1078,Retail,Urban,Harvest,0.3225816607306237,0.5528203893496348,0.24791055245694502
1291,Retail,Urban,Planting,0.3362798236843978,0.33788280725510633,0.2540660628617671
552,Agriculture,Rural,Planting,0.5773196881583593,0.43613379854348494,0.15891109560132685
816,Retail,Urban,Planting,0.37990192674186024,0.47556632368531204,0.24478754917478307
447,Handicraft,Rural,Planting,0.711584083626847,0.12098350138499399,0.05140089740602926
920,Retail,Urban,Lean,0.5315197628266511,0.3295849649188239,0.17666384285059694
844,Agriculture,Rural,Lean,0.6981921574738694,0.022770577346852686,0.3850161985111609
442,Agriculture,Rural,Harvest,0.3217582838411559,0.11970086655627554,0.07477436817165614
256,Agriculture,Rural,Harvest,0.3151774081963575,0.4098032507011989,0.14914605125605895
1088,Livestock,Rural,Planting,0.49951810064127267,0.4588687983510482,0.2268587618091406
1931,Agriculture,Rural,Harvest,0.6057130031385227,0.11698752527332985,0.2637493354480277
1627,Retail,Rural,Planting,0.2608502338187642,0.6044954161699364,0.3524534062921047
941,Agriculture,Rural,Harvest,0.5987983792989431,0.29839031029679414,0.006946699552777338
1534,Agriculture,Rural,Lean,0.552413805181706,0.7365199430621376,0.4018837439125805
1764,Handicraft,Rural,Planting,0.5761575603916307,0.31013017864432524,0.07203926679329409
1648,Handicraft,Rural,Lean,0.37922910730632153,0.11984878114608365,0.12697752392102793
913,Agriculture,Rural,Planting,0.7210868024465313,0.6063763669446062,0.1679378787193735
792,Retail,Rural,Harvest,0.283409965521477,0.45424064035146317,0.32236466093490596
1314,Agriculture,Urban,Planting,0.5219464779784124,0.30935053459532463,0.26308946580698056
613,Retail,Urban,Harvest,0.5957342606289728,0.2847657307458093,0.1181595654963669
1070,Retail,Rural,Planting,0.3296216411386902,0.12061517884581684,0.10191013196227239
145,Agriculture,Urban,Harvest,0.2575224200601305,0.27266770197280915,0.2175798206143022
1973,Agriculture,Rural,Harvest,0.7823590309336559,0.023475312782668036,0.14366133992163627
1807,Agriculture,Urban,Harvest,0.6262947045624305,0.40192153126061686,0.1916837815655136
534,Livestock,Rural,Harvest,0.5998559812401681,0.7173789934509888,0.16034282116510168
1480,Livestock,Rural,Lean,0.450324034694348,0.6362646369722618,0.14847893601956788
280,Agriculture,Rural,Harvest,0.5103084900989439,0.022816957763371448,-0.033043253808739736
798,Handicraft,Rural,Planting,0.4806903986506926,0.705008261014586,0.2382467771648386
1728,Agriculture,Rural,Planting,0.6364225952550375,0.3618598631060427,0.18922059316492165
1244,Agriculture,Rural,Lean,0.475512803994049,0.15271317233239554,0.4827002331803174
590,Handicraft,Rural,Harvest,0.33276869439105516,0.6019295641723099,0.33564664565129354
1109,Livestock,Urban,Harvest,0.3260218027974379,0.25829884014163706,0.300787457674905
574,Livestock,Rural,Planting,0.7119536065957373,0.20265473850948226,-0.05375865805519778
1233,Retail,Rural,Harvest,0.2818620938278156,0.1290547254252381,0.17400787435400805
1912,Agriculture,Rural,Planting,0.5914892077214656,0.38929752552017827,0.1830620728838834
1772,Handicraft,Rural,Lean,0.38507090330671434,0.07471519963955622,0.09978776359010387
1316,Agriculture,Rural,Lean,0.23902337474022872,0.6284905032910293,0.4570101374527437
1159,Retail,Urban,Planting,0.5980406725925714,0.37653966133312883,0.2800648148514171
1869,Agriculture,Urban,Harvest,0.559125425140218,0.3575811334551362,0.07878736181525106
627,Retail,Rural,Planting,0.45676760211170286,0.0014831651852167838,-0.13747539322300595
731,Agriculture,Rural,Harvest,0.3877322201837734,0.6542910882468491,0.22470561313282725
606,Agriculture,Rural,Lean,0.7680237657713977,0.394269647230603,0.389863997891835
1647,Livestock,Urban,Harvest,0.48525837651233245,0.35191561584107833,0.33336409397271277
1062,Agriculture,Rural,Harvest,0.42389216853242184,0.6091079082275125,0.2572071517850143
695,Retail,Rural,Planting,0.312387405004228,0.0503188392806087,0.0826793824223643
845,Agriculture,Rural,Lean,0.3193653108371849,0.293344364876163,0.44107856731034745
1101,Agriculture,Urban,Harvest,0.6021025663024988,0.4605871660430052,0.13096169747945113
1693,Agriculture,Urban,Harvest,0.4212216277404719,0.3684620501913502,0.38222250333353763
1629,Agriculture,Urban,Planting,0.21139151790741817,0.14531111190237953,0.2149018815081476
1413,Handicraft,Urban,Harvest,0.37036248133893795,0.23942120614424944,0.0016138518006081348
1871,Agriculture,Urban,Lean,0.6506898142298487,0.24016044611810639,0.37598462227904544
1404,Livestock,Urban,Harvest,0.5725763412796013,0.7935766422121816,0.22046563245044526
1713,Retail,Rural,Harvest,0.39085317008402676,0.26095769504531907,0.03280674315003293
1579,Retail,Rural,Harvest,0.8533477364560136,0.16414565003383919,-0.12346857618634319
1421,Retail,Rural,Lean,0.30726959542568477,0.6581097224833172,0.2950878433614952
1546,Retail,Urban,Harvest,0.29086855303738013,0.33693700400288695,0.09329381827118
1304,Handicraft,Rural,Planting,0.28220183571892543,0.35509095558964066,0.3035650776160875
239,Agriculture,Rural,Harvest,0.35355576130231436,0.43911125079658986,0.18560832922475423
1298,Agriculture,Urban,Harvest,0.5758581876764416,0.4765513578100093,0.11150466138436207
1458,Handicraft,Rural,Lean,0.38454882762873,0.47244448032827163,-0.05486679309321474
1450,Livestock,Urban,Lean,0.4396285897110479,0.027599777928835147,0.21180745209190302
1356,Handicraft,Rural,Harvest,0.25650952575159547,0.6550739463183622,0.2718910436654633
682,Retail,Rural,Planting,0.7110978257222416,0.1558822552598704,0.029692305311901604
677,Handicraft,Rural,Lean,0.6584935845420898,0.23387370222708867,0.008971564006083996
1022,Retail,Rural,Harvest,0.4267556377960885,0.13874361601654037,0.2736444984370203
1818,Retail,Rural,Harvest,0.4256237723482669,0.6136613260287023,0.10246672928621481
1332,Agriculture,Rural,Harvest,0.46838498760074604,0.46692639410033565,0.13626278484969
1432,Retail,Rural,Harvest,0.5078664808493636,0.604236922201641,0.25164192251863
759,Agriculture,Urban,Planting,0.48792132443850705,0.5227187243434404,0.32643221020524943
1529,Agriculture,Urban,Lean,0.50687823626572,0.08332690753552151,0.3690016753634683
1484,Handicraft,Rural,Lean,0.4370213890528688,0.24119982068080426,0.0592050583549763
698,Agriculture,Rural,Harvest,0.3203318382548261,0.40581212767209707,0.17243872894066367
367,Agriculture,Rural,Harvest,0.5096429649463545,0.24395602514509093,0.21279182658279866
1750,Agriculture,Urban,Planting,0.40197915829224085,0.16584312352489317,0.23581123948746274
1298,Livestock,Rural,Planting,0.4784716770111994,0.6958495752532798,0.07988324859443793
1892,Retail,Urban,Harvest,0.2813340227498281,0.5982269401723007,0.23893929665968688
1307,Retail,Rural,Harvest,0.41146811847078246,0.2761760484433413,8.845102191099019e-05
733,Handicraft,Rural,Lean,0.3540667136247985,0.6120098901031188,0.30771368807463123
713,Handicraft,Rural,Lean,0.5746256980121072,0.5020308947561823,0.20645071430773568
1900,Agriculture,Urban,Harvest,0.49148660917106635,0.0030285869059174077,-0.015235837089549426
1447,Retail,Rural,Harvest,0.36663293863730784,0.30420962080930797,0.3092615403713818
1745,Handicraft,Rural,Planting,0.3818853063983567,0.2323899993554644,0.1726965519120781
1681,Retail,Rural,Lean,0.5356170463913619,0.17432689736471751,0.12704207056090208
1545,Agriculture,Rural,Harvest,0.5233276905158186,0.20127151525667594,0.09384400123936644
1306,Handicraft,Rural,Planting,0.4620255585255244,0.7538918772604181,0.23067074823978925
1765,Retail,Rural,Harvest,0.5524620669957382,0.38905365439322986,0.10679317068700642
1186,Agriculture,Rural,Lean,0.6731338002440819,0.6781669745792956,0.41054247525762144
1903,Retail,Urban,Lean,0.3530660194953642,0.17137372172238605,0.25422790018071195
1570,Agriculture,Rural,Planting,0.273773088166564,0.13952303971675867,0.08756438575179891
491,Agriculture,Rural,Lean,0.5675655002121258,0.7110316706511278,0.4544307053252345
613,Handicraft,Urban,Planting,0.3779610861616768,0.3965637486259743,0.15968917778605507
1341,Agriculture,Urban,Planting,0.5569811940423104,0.7161217002499304,0.35212860902912035
1583,Retail,Rural,Lean,0.5878332572193163,0.05042308229701993,0.18502621724623786
1880,Retail,Urban,Lean,0.5090476003389045,0.7331484177410462,0.18078770654062487
1459,Agriculture,Rural,Harvest,0.37110792301772244,0.3323562530737785,0.2834836047179651
1460,Livestock,Urban,Harvest,0.22956388501618988,0.12429638993747823,0.15123671227790106
1186,Agriculture,Rural,Lean,0.30365916735120885,0.5467061515481553,0.42944982840614626
1686,Agriculture,Rural,Lean,0.32792443747720346,0.6375221466354056,0.48070282890516
1698,Agriculture,Rural,Lean,0.5345547325268667,0.037899782065120305,0.5147221334623668
1001,Agriculture,Rural,Harvest,0.7242749594316649,0.7897567795349489,0.4075946383491514
1154,Agriculture,Rural,Lean,0.33207491840823566,0.5576215098529443,0.5436947400846737
748,Handicraft,Rural,Lean,0.4946150398388902,0.2571215933262755,0.07057834652111966
162,Livestock,Urban,Planting,0.41307954463953783,0.12103503655631248,0.09975332884793715
51,Agriculture,Urban,Lean,0.3460218150980172,0.3140251317425718,0.38465733588991974
691,Retail,Urban,Harvest,0.5961038120197945,0.17645252844690065,0.03419859599408603
269,Handicraft,Rural,Harvest,0.6602118421807615,0.39532257887847666,0.058527959668899204
1639,Handicraft,Urban,Harvest,0.503231155481537,0.6255141667922621,0.19168378528635618
904,Retail,Urban,Planting,0.5731490050332062,0.5281043111604427,0.18171661512290027
1809,Agriculture,Rural,Harvest,0.4973387512609651,0.34874792382538317,0.13033265800775293
1298,Agriculture,Rural,Lean,0.453087958943194,0.09515513966403964,0.37893554063917173
434,Handicraft,Rural,Planting,0.6932679853867962,0.7657255378944057,0.27520407212143105
1476,Handicraft,Urban,Harvest,0.31418559314261935,0.21629642036038935,0.12321055260814029
1711,Agriculture,Urban,Lean,0.3208792775492545,0.22226763670001387,0.42982005464424117
1203,Agriculture,Rural,Harvest,0.2293326922334631,0.5164017774708259,0.2012244245565351
1126,Livestock,Urban,Harvest,0.5321067817353601,0.6164076977176822,0.34779429557835934
1757,Handicraft,Rural,Harvest,0.5711191472902074,0.7873222122538797,0.17267510787467014
779,Livestock,Rural,Harvest,0.4731157307135312,0.775331408502245,0.2937285327875728
1745,Handicraft,Rural,Harvest,0.520566165664847,0.7310084193856645,0.14327898963365976
1783,Agriculture,Urban,Lean,0.3499545732486684,0.34825085390667987,0.502151467936562
1489,Retail,Rural,Harvest,0.3995146597447198,0.13333572780515848,0.17136326577815747
296,Retail,Rural,Lean,0.4222122305517061,0.4675769626293022,0.28860948662337843
885,Agriculture,Rural,Harvest,0.3212887382475728,0.013805204437414443,0.06614091322109047
1512,Retail,Rural,Harvest,0.32542707246093217,0.1569990711963148,0.021189496887604978
252,Handicraft,Urban,Harvest,0.4968462200840474,0.002023517435811684,-0.0025207618515022956
1257,Agriculture,Urban,Lean,0.3399054849465625,0.14442873005723103,0.524354080583129
172,Handicraft,Rural,Harvest,0.5535879445183601,0.37980569871700487,0.35109810931431423
450,Retail,Rural,Planting,0.6941696874879868,0.31465944887473274,0.19225177785302044
816,Livestock,Rural,Planting,0.4172014453220142,0.2954372519413114,0.020293290611124976
343,Agriculture,Rural,Planting,0.4701489632367872,0.6647622911470901,0.2924954018551837
329,Agriculture,Rural,Planting,0.2801865934516337,0.5399970437165423,0.12159231062340929
1910,Retail,Rural,Harvest,0.3116991739623667,0.7491454102968849,0.218159944251898
933,Agriculture,Rural,Planting,0.2882542333165244,0.356272872542138,0.19673954719747835
1683,Handicraft,Urban,Lean,0.49314326194894864,0.21778374038076143,0.15512214433090643
247,Handicraft,Rural,Planting,0.5791525261681262,0.09814763042668445,0.08930085662723963
1031,Agriculture,Urban,Harvest,0.34454531199619537,0.5376219165481169,0.14573137180523524
1980,Retail,Rural,Harvest,0.6461798640966707,0.6733928707773256,0.2937474210083979
1584,Retail,Rural,Planting,0.695644514320354,0.14699149140940504,0.02229498064410193
801,Agriculture,Rural,Lean,0.43872554795771523,0.703002195610029,0.6502428814645473
193,Livestock,Urban,Planting,0.49042449538934196,0.4210209613562665,0.024702528883885327
658,Handicraft,Rural,Harvest,0.45004230270262763,0.11526450571276153,0.12709958993160045
1274,Retail,Urban,Lean,0.4772472268297486,0.514290659921404,0.058655951636665316
1197,Handicraft,Rural,Harvest,0.2389203704623125,0.4160421932297708,0.1139621198773436
236,Retail,Urban,Planting,0.43572240621361896,0.022546837850185852,0.037849785744652524
1399,Livestock,Rural,Harvest,0.21855919499082369,0.3193945637812994,0.3331555789807338
513,Retail,Rural,Lean,0.6305593844079631,0.6278303943543289,0.311784637819904
